neaddress,count,normalized_address,latitude,longitude
"Россия, обл. Свердловская, г. Красноуфимск, ул. Горького, д. 5, Мачта на кровле МТС ПАО",50,"ул. Горького Горького, г. Красноуфимск",56.603185,57.75507
"Россия, респ. Татарстан, г. Казань, ул. Спартаковская, д. 1, Внутри здания Прочие",50,"ул. Спартаковская Спартаковская, п. Татарстан",55.620464,52.596791
"Россия, респ. Татарстан, р-н Лаишевский, с Усады, ул. Комиссариатская,   в районе д. 39Б, ОДН, ОДН Прочие",50,"ул. Комиссариатская Комиссариатская, п. Татарстан",55.620464,52.596791
"Россия, обл. Ростовская, р-н Волгодонской, х Пирожок, ул. Школьная, д. 27Б,   столб, Столб металлический БИК ООО",50,"ул. Школьная Школьная, р-н Волгодонской",47.51481,41.649616
"Россия, край Краснодарский, г. Армавир, ул. Ефремова, д. 158,   столб, Столб металлический БИК ООО",50,"ул. Ефремова Ефремова, г. Армавир",44.978709,41.074361
"Россия, обл. Ростовская, р-н Красносулинский,   5,6 км северо-восточнее Лихой х, 947 км ФАД М-4 ""Дон"", развилка на Божковка х, башня на пригрузах, МАО (башня/мачта на пригрузах) БИК ООО",50,,44.932351,7.537081
"Россия, обл. Свердловская, г. Екатеринбург, ул. Академика Парина, д. 38/8",50,"ул. Академика Парина Академика Парина, г. Екатеринбург",56.778638,60.516033
"Россия, респ. Татарстан, г. Казань, ул. Сеченова, д. 17, Башня на кровле МТС ПАО",50,"ул. Сеченова Сеченова, п. Татарстан",55.620464,52.596791
"Россия, край Краснодарский, г. Краснодар, ул. Троицкая, д. 137,   столб, Столб железобетонный БИК ООО",49,"ул. Троицкая Троицкая, г. Краснодар",45.110123,38.936919
"Россия, край Краснодарский, р-н Гулькевичский, г. Гулькевичи, ул. Короткова, д. 154,   столб, Столб железобетонный БИК ООО",49,"ул. Короткова Короткова, р-н Гулькевичский",45.358892,40.679013
"Россия, край Краснодарский, р-н Староминский, ст-ца Староминская, ул. Белинского, д. 25В,   МАО, МАО (башня/мачта на пригрузах) БИК ООО",49,"ул. Белинского Белинского, р-н Староминский",46.552972,39.037144
"Россия, обл. Ростовская, р-н Аксайский, г. Аксай, ул. Вячеслава Гетманова, уч. 35,   столб, Столб металлический БИК ООО",48,"ул. Вячеслава Гетманова Вячеслава Гетманова, р-н Аксайский",47.302017,39.858213
"Россия, край Краснодарский, г. Краснодар, ул. им. Симиренко, д. 14/1,   столб, Столб железобетонный Вымпелком ПАО",48,"ул. им. Симиренко им. Симиренко, г. Краснодар",45.07193,38.951804
